CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),SWR Date,SWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for SWR,95% C.I. (lower limit) for SWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR,dfc_new,full_address,latitude,longitude,census_tract
422658,6,Fresenius Medical Care Low Country Home Dialysis,01Jan2020-31Dec2023,5,1,1980 N MAIN ST,,SUMMERVILLE,SC,29483,Dorchester,(843) 766-6416,Profit,Yes,Fresenius Medical Care,No,0,No,Yes,Yes,13OCT2015,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,212,11.8,25,4.8,01Jan2023-31Dec2023,As Expected,1,62,118.6,208.1,74.1,01Jan2023-31Dec2023,As Expected,1,36,20.4,40.1,7.2,01Jan2023-31Dec2023,As Expected,1,34,41.7,120.9,18.4,01Jan2020-31Dec2022,Better than Expected,1,31,2.8,5.52,1.21,Better than Expected,1,73,34.5,56.3,17.7,01Jan2023-31Dec2023,As Expected,1,36,1.24,2.41,0.69,01Jan2022-31Dec2023,As Expected,1,41,1.54,3.2,0.54,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,As Expected,1,14,50.5,98.3,0,01APR2024-30JUN2024,1,0,201,0,,,1,63,430,96,259,0,,,259,0,,,,199,,199,9,1,77,553,0,1,77,586,9,23,24,24,19,1,14,124,11,259,0,,,existing,"1980 N MAIN ST, SUMMERVILLE, SC 29483",33.044896,-80.119634,45015020713
422659,6,Fresenius Medical Care Aiken,01Jan2020-31Dec2023,2,1,690 Medical Park Dr,Suite 150,AIKEN,SC,29801,Aiken,(803) 502-4333,Profit,Yes,Fresenius Medical Care,No,11,Yes,No,No,09NOV2015,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,149,26.6,42,15.7,01Jan2023-31Dec2023,As Expected,1,38,117.3,229.9,66.8,01Jan2023-31Dec2023,As Expected,1,31,20.3,43.6,6.6,01Jan2023-31Dec2023,As Expected,1,20,13,109.4,2.5,01Jan2020-31Dec2022,Not Available,199,13,,,,As Expected,1,41,10.3,37.6,2.1,01Jan2023-31Dec2023,As Expected,1,23,1.34,2.49,0.74,01Jan2022-31Dec2023,As Expected,1,35,0.94,2.11,0.28,01Jan2020-31Dec2022,As Expected,1,19,1.12,4.04,0.14,01Jan2023-31Dec2023,As Expected,1,0.55,1.83,0.09,As Expected,1,49,48.4,77,17.8,01APR2024-30JUN2024,1,0,1,43,390,100,199,3,13,,259,0,,,259,0,,,16,1,0,1,19,1,49,438,0,1,53,451,11,20,23,20,26,1,49,443,20,259,0,,,existing,"690 Medical Park Dr, AIKEN, SC 29801",33.574377,-81.761201,45003021300
422660,6,US Renal Care Travelers Rest Dialysis,01Jan2020-31Dec2023,3,1,36 S MAIN ST,,TRAVELERS REST,SC,29690,Greenville,(864) 660-2050,Profit,Yes,"US Renal Care, Inc.",No,13,Yes,No,No,20NOV2015,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,177,26.9,40.6,17.5,01Jan2023-31Dec2023,As Expected,1,36,171.2,288.5,109.2,01Jan2023-31Dec2023,As Expected,1,32,19.6,35.6,8.3,01Jan2023-31Dec2023,Not Available,199,13,,,,01Jan2020-31Dec2022,Not Available,199,21,,,,As Expected,1,36,9.4,39.1,1.6,01Jan2023-31Dec2023,As Expected,1,16,0.55,1.57,0.2,01Jan2022-31Dec2023,As Expected,1,25,0.53,1.72,0.07,01Jan2020-31Dec2022,Better than Expected,1,38,3.72,7.33,1.61,01Jan2023-31Dec2023,As Expected,1,0,1.28,,As Expected,1,44,70,97.2,40.9,01APR2024-30JUN2024,199,,1,43,341,96,257,0,,,259,0,,,259,0,,,8,1,0,1,12,1,43,341,0,1,46,367,8,21,21,30,20,1,44,359,9,259,0,,,existing,"36 S MAIN ST, TRAVELERS REST, SC 29690",34.966526,-82.441344,45045003905
422661,6,DaVita Cypress Gardens Dialysis,01Jan2020-31Dec2023,,261,418 Broad Street,,SUMTER,SC,29150,Sumter,(803) 418-5129,Profit,Yes,DaVita,No,20,Yes,No,No,15DEC2015,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2020-31Dec2022,Not Available,255,,,,,As Expected,1,52,9.7,39,1.8,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2022-31Dec2023,Not Available,255,,,,,01Jan2020-31Dec2022,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,As Expected,1,56,47.7,74.8,18.7,01APR2024-30JUN2024,1,0,1,53,425,97,257,0,,,259,0,,,259,0,,,18,1,0,1,11,1,54,440,2,1,55,443,7,21,29,27,16,1,56,460,16,259,0,,,existing,"418 Broad Street, SUMTER, SC 29150",33.935649,-80.358188,45085002000
422662,6,Clinton Dialysis Clinic,01Jan2020-31Dec2023,3,1,103 AB JACKS RD,,CLINTON,SC,29325,Laurens,(864) 833-0150,Profit,Yes,American Renal Associates,No,20,Yes,Yes,No,07JAN2016,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,269,19.1,31.2,11.8,01Jan2023-31Dec2023,As Expected,1,66,123.3,209.9,77.1,01Jan2023-31Dec2023,As Expected,1,63,29.8,47.4,16.1,01Jan2023-31Dec2023,As Expected,1,24,28.9,130.2,9.1,01Jan2020-31Dec2022,Not Available,199,33,,,,As Expected,1,65,9.4,34.9,2,01Jan2023-31Dec2023,As Expected,1,27,1.26,2.5,0.66,01Jan2022-31Dec2023,As Expected,1,31,1.91,3.72,0.66,01Jan2020-31Dec2022,As Expected,1,35,1.28,3.28,0.35,01Jan2023-31Dec2023,As Expected,1,0.31,1.54,0.02,As Expected,1,62,48.8,70.9,25.1,01APR2024-30JUN2024,1,2,1,57,494,96,1,14,103,98,259,0,,,259,0,,,65,1,0,1,17,1,71,628,3,1,74,640,8,26,29,24,13,1,62,549,6,259,0,,,existing,"103 AB JACKS RD, CLINTON, SC 29325",34.467322,-81.909495,45059920700
422664,6,DCI Woodruff,01Jan2020-31Dec2023,4,1,251 S. Pearson St,,WOODRUFF,SC,29388,Spartanburg,(864) 476-5625,Profit,Yes,"Dialysis Clinic, Inc.",No,13,Yes,No,No,07MAR2017,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,110,14.7,27.6,6.8,01Jan2023-31Dec2023,As Expected,1,29,86.3,189.7,43.8,01Jan2023-31Dec2023,As Expected,1,16,8.4,40.7,0.2,01Jan2023-31Dec2023,Not Available,199,12,,,,01Jan2020-31Dec2022,Not Available,199,4,,,,As Expected,1,31,14.4,49.9,2.7,01Jan2023-31Dec2023,Worse than Expected,1,13,3.11,5.6,1.77,01Jan2022-31Dec2023,As Expected,1,17,1.36,3.54,0.23,01Jan2020-31Dec2022,As Expected,1,11,0,3.26,0,01Jan2023-31Dec2023,As Expected,1,0,1.58,,As Expected,1,36,58.3,88.8,25.6,01APR2024-30JUN2024,1,0,1,36,301,91,257,0,,,259,0,,,259,0,,,,199,,199,1,1,36,301,1,1,36,307,7,27,30,20,17,1,36,310,12,259,0,,,existing,"251 S. Pearson St, WOODRUFF, SC 29388",34.740045,-82.033266,45083023602
422665,6,DaVita Flower Town Home Training,01Jan2020-31Dec2023,3,1,2143 North Main Street,,SUMMERVILLE,SC,29486,Dorchester,(843) 875-1779,Profit,Yes,DaVita,No,4,No,Yes,No,28JUN2017,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,248,31.9,48,20.7,01Jan2023-31Dec2023,Worse than Expected,1,57,219,348.6,148.5,01Jan2023-31Dec2023,As Expected,1,51,35.2,52.7,21.3,01Jan2023-31Dec2023,Not Available,199,18,,,,01Jan2020-31Dec2022,As Expected,1,43,1.91,3.77,0.83,Better than Expected,1,60,43.7,69.7,20.8,01Jan2023-31Dec2023,As Expected,1,23,0.62,1.77,0.23,01Jan2022-31Dec2023,As Expected,1,30,1.47,3.28,0.4,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,Not Available,256,0,,,,01APR2024-30JUN2024,1,0,256,0,,,1,60,443,96,259,0,,,259,0,,,,199,,199,7,1,60,443,0,1,66,475,4,13,24,33,26,256,0,,,259,0,,,existing,"2143 North Main Street, SUMMERVILLE, SC 29486",33.04577,-80.11045,45015020717
422666,6,Fresenius Kidney Care Florence Medical Mile,01Jan2020-31Dec2023,1,1,181 E. Evans Street,Suite 8,FLORENCE,SC,29506,Florence,(843) 679-0550,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,25OCT2017,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,260,22.3,34.3,14.9,01Jan2023-31Dec2023,Worse than Expected,1,58,241.5,350.5,176.9,01Jan2023-31Dec2023,Worse than Expected,1,88,43.1,54.1,32.6,01Jan2023-31Dec2023,As Expected,1,25,48.1,150.2,20.1,01Jan2020-31Dec2022,Not Available,199,8,,,,As Expected,1,43,10.2,48.5,1.4,01Jan2023-31Dec2023,Worse than Expected,1,29,1.76,3.1,1.02,01Jan2022-31Dec2023,Worse than Expected,1,46,2.54,4.04,1.31,01Jan2020-31Dec2022,As Expected,1,24,2.17,6.35,0.45,01Jan2023-31Dec2023,As Expected,1,0.6,1.64,0.15,Worse than Expected,1,63,29.3,53.6,3.4,01APR2024-30JUN2024,1,0,1,59,469,98,257,0,,,259,0,,,259,0,,,29,1,0,1,17,1,59,479,0,1,63,489,10,23,22,29,16,1,63,458,19,259,0,,,existing,"181 E. Evans Street, FLORENCE, SC 29506",34.197646,-79.764133,45041001000
422667,6,DaVita Marion Towne Dialysis,01Jan2020-31Dec2023,3,1,2529 East Highway 76,,MARION,SC,29571,Marion,(843) 423-8861,Profit,Yes,DaVita,No,12,Yes,No,No,01NOV2017,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,141,21.6,37,11.4,01Jan2023-31Dec2023,As Expected,1,41,145.4,266.6,87.6,01Jan2023-31Dec2023,As Expected,1,42,19.7,36.9,7.9,01Jan2023-31Dec2023,Not Available,199,20,,,,01Jan2020-31Dec2022,Not Available,199,18,,,,As Expected,1,32,8,57.7,0.5,01Jan2023-31Dec2023,As Expected,1,21,0.67,1.93,0.25,01Jan2022-31Dec2023,As Expected,1,29,1.54,3.14,0.52,01Jan2020-31Dec2022,As Expected,1,34,0,1.25,0,01Jan2023-31Dec2023,Better than Expected,1,0,0.88,,As Expected,1,45,37.4,65.2,7.6,01APR2024-30JUN2024,1,0,1,35,314,99,257,0,,,259,0,,,259,0,,,23,1,0,1,13,1,43,384,0,1,47,406,5,10,22,31,31,1,45,378,8,259,0,,,existing,"2529 East Highway 76, MARION, SC 29571",34.183993,-79.364497,45067950600
422668,6,FMC Black Creek Dialysis Center,01Jan2020-31Dec2023,2,1,1001 South 4th Street,,HARTSVILLE,SC,29550,Darlington,(843) 332-2355,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,30MAR2018,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,203,29.7,44.8,19.3,01Jan2023-31Dec2023,As Expected,1,80,138.7,232.5,89,01Jan2023-31Dec2023,As Expected,1,85,29.4,44.1,17.4,01Jan2023-31Dec2023,As Expected,1,24,42.7,164.1,15.2,01Jan2020-31Dec2022,Not Available,199,24,,,,As Expected,1,69,11.7,34.1,3.3,01Jan2023-31Dec2023,As Expected,1,31,0.95,2.06,0.45,01Jan2022-31Dec2023,As Expected,1,30,0.99,2.78,0.17,01Jan2020-31Dec2022,As Expected,1,32,0,1.41,0,01Jan2023-31Dec2023,Better than Expected,1,0.3,0.98,0.05,Worse than Expected,1,88,36.8,56.1,16.1,01APR2024-30JUN2024,1,0,1,84,857,98,257,0,,,259,0,,,259,0,,,27,1,0,1,22,1,85,867,1,1,88,853,5,16,20,29,31,1,88,873,13,259,0,,,existing,"1001 South 4th Street, HARTSVILLE, SC 29550",34.362269,-80.062482,45031010600
422670,6,"Lexington Kidney Center, LLC",01Jan2020-31Dec2023,2,1,2831 Augusta Rd,,WEST COLUMBIA,SC,29170,Lexington,(803) 796-8785,Profit,Yes,American Renal Associates,No,21,Yes,Yes,No,02JUL2018,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,281,17.6,28.5,11.1,01Jan2023-31Dec2023,As Expected,1,81,138.7,221.7,91.7,01Jan2023-31Dec2023,As Expected,1,71,22,34.7,12,01Jan2023-31Dec2023,As Expected,1,27,15.2,127.8,3,01Jan2020-31Dec2022,As Expected,1,42,0.7,2.53,0.08,As Expected,1,80,8,29.2,1.8,01Jan2023-31Dec2023,As Expected,1,31,0.77,1.78,0.35,01Jan2022-31Dec2023,As Expected,1,46,2.01,3.45,0.91,01Jan2020-31Dec2022,As Expected,1,54,1.36,2.97,0.5,01Jan2023-31Dec2023,As Expected,1,0.85,1.89,0.31,As Expected,1,89,44.8,67,21.2,01APR2024-30JUN2024,1,0,1,81,666,97,1,12,96,94,259,0,,,259,0,,,57,1,0,1,14,1,93,777,1,1,102,823,4,28,38,19,11,1,89,693,21,259,0,,,existing,"2831 Augusta Rd, WEST COLUMBIA, SC 29170",33.978661,-81.110272,45063020602
422671,6,Fresenius Kidney Care South Congaree,01Jan2020-31Dec2023,2,1,1000 Ramblin Road,,WEST COLUMBIA,SC,29172,Lexington,(803) 722-6048,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,26SEP2018,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,253,23.4,35.8,14.8,01Jan2023-31Dec2023,As Expected,1,71,170.5,270.4,116,01Jan2023-31Dec2023,As Expected,1,66,22.3,37.3,11.8,01Jan2023-31Dec2023,As Expected,1,22,32.2,145.1,10.1,01Jan2020-31Dec2022,As Expected,1,32,0,1.49,0,As Expected,1,56,5.4,24.3,1,01Jan2023-31Dec2023,As Expected,1,25,1.52,2.93,0.81,01Jan2022-31Dec2023,As Expected,1,39,2.06,3.64,0.92,01Jan2020-31Dec2022,As Expected,1,59,1.37,2.97,0.5,01Jan2023-31Dec2023,Better than Expected,1,0.19,0.94,0.01,As Expected,1,69,57.6,81,32.5,01APR2024-30JUN2024,1,0,1,67,580,99,257,0,,,259,0,,,259,0,,,9,1,0,1,11,1,67,582,0,1,70,615,7,21,23,27,21,1,69,612,16,259,0,,,existing,"1000 Ramblin Road, WEST COLUMBIA, SC 29172",33.910674,-81.134316,45063020703
422672,6,Fresenius Kidney Care Orangeburg,01Jan2020-31Dec2023,3,1,125 Kinard St,,Orangeburg,SC,29118,Orangeburg,(803) 534-7864,Profit,Yes,Fresenius Medical Care,No,11,Yes,No,No,19OCT2018,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,176,28.6,47.8,16.4,01Jan2023-31Dec2023,As Expected,1,52,79.2,168.1,42.2,01Jan2023-31Dec2023,As Expected,1,21,32.8,60.7,13.3,01Jan2023-31Dec2023,Not Available,199,12,,,,01Jan2020-31Dec2022,Not Available,199,15,,,,As Expected,1,43,17,48,4.3,01Jan2023-31Dec2023,As Expected,1,15,1.25,2.74,0.59,01Jan2022-31Dec2023,As Expected,1,16,1.55,3.34,0.4,01Jan2020-31Dec2022,As Expected,1,23,0.86,3.09,0.1,01Jan2023-31Dec2023,Better than Expected,1,0,0.88,,As Expected,1,58,59.4,83.5,33.6,01APR2024-30JUN2024,1,0,1,55,465,98,257,0,,,259,0,,,259,0,,,,199,,199,10,1,56,483,0,1,57,505,7,19,30,25,18,1,58,490,7,259,0,,,existing,"125 Kinard St, Orangeburg, SC 29118",33.53764,-80.82318,45075011100
422673,6,US Renal Care Holly Tree Dialysis,01Jan2020-31Dec2023,5,1,1328 Highway 14,,Simpsonville,SC,29681,Greenville,(864) 881-4015,Non-profit,Yes,"US Renal Care, Inc.",No,12,Yes,Yes,No,06AUG2018,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,335,25.9,38.2,17.9,01Jan2023-31Dec2023,As Expected,1,96,135.1,221.1,88.5,01Jan2023-31Dec2023,As Expected,1,72,28.6,44.4,16,01Jan2023-31Dec2023,As Expected,1,46,11.4,65.1,3,01Jan2020-31Dec2022,As Expected,1,43,1.55,3.38,0.57,As Expected,1,95,21.9,39.9,10.6,01Jan2023-31Dec2023,As Expected,1,53,0.99,2.05,0.57,01Jan2022-31Dec2023,As Expected,1,52,1.17,2.61,0.4,01Jan2020-31Dec2022,Better than Expected,1,44,3.2,5.73,1.6,01Jan2023-31Dec2023,Better than Expected,1,0,0.88,,As Expected,1,59,61.8,87.8,34,01APR2024-30JUN2024,1,0,1,56,487,98,1,61,463,98,259,0,,,259,0,,,24,1,0,1,38,1,113,963,0,1,119,1028,2,23,32,29,13,1,59,502,8,259,0,,,existing,"1328 Highway 14, Simpsonville, SC 29681",34.78912,-82.257689,45045002815
422676,6,Fresenius Kidney Care Florence Home,01Jan2020-31Dec2023,1,1,1465 Pamplico Highway,,Florence,SC,29505,Florence,(843) 413-9613,Profit,Yes,Fresenius Medical Care,No,1,No,Yes,Yes,01APR2019,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,535,28.9,45.9,18.7,01Jan2023-31Dec2023,Worse than Expected,1,133,252.1,358.2,186.5,01Jan2023-31Dec2023,Worse than Expected,1,145,44.2,57.7,32.3,01Jan2023-31Dec2023,Worse than Expected,1,74,62.6,115.7,39,01Jan2020-31Dec2022,As Expected,1,85,1.33,2.38,0.66,As Expected,1,141,16.5,31.8,7.8,01Jan2023-31Dec2023,As Expected,1,90,0.91,1.72,0.56,01Jan2022-31Dec2023,As Expected,1,155,1.17,2.01,0.61,01Jan2020-31Dec2022,Not Available,199,1,,,,01Jan2023-31Dec2023,Not Available,201,,,,Worse than Expected,1,68,24.6,46.6,1,01APR2024-30JUN2024,1,0,199,1,4,,1,80,593,92,259,0,,,259,0,,,38,1,0,1,32,1,144,1106,1,1,152,1163,5,18,24,30,24,1,68,520,21,259,0,,,existing,"1465 Pamplico Highway, Florence, SC 29505",34.155913,-79.74449,45041000600
422677,6,Fresenius Kidney Care Gaston,01Jan2020-31Dec2023,5,1,5301 Highway 321,,Gaston,SC,29053,Lexington,(803) 252-9907,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,07JUN2019,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,116,22,40.5,10.5,01Jan2023-31Dec2023,As Expected,1,24,89.1,217.4,41.2,01Jan2023-31Dec2023,As Expected,1,11,12.3,55.9,0.3,01Jan2023-31Dec2023,Not Available,199,9,,,,01Jan2020-31Dec2022,Not Available,199,22,,,,As Expected,1,21,13.9,56.9,1.9,01Jan2023-31Dec2023,Not Available,199,9,,,,01Jan2022-31Dec2023,Not Available,199,8,,,,01Jan2020-31Dec2022,As Expected,1,31,1.07,3.13,0.22,01Jan2023-31Dec2023,As Expected,1,0,2.96,,As Expected,1,28,62.4,100,18.3,01APR2024-30JUN2024,1,0,1,23,209,100,257,0,,,259,0,,,259,0,,,,199,,199,2,1,24,229,0,1,28,236,4,14,26,27,30,1,28,236,3,259,0,,,existing,"5301 Highway 321, Gaston, SC 29053",33.833243,-81.091702,45063020705
422678,6,DaVita Coronaca Home Dialysis,01Jan2020-31Dec2023,3,1,3337 Highway 72-221 E,,Greenwood,SC,29649,Greenwood,(864) 229-0101,Profit,Yes,DaVita,No,1,No,Yes,No,18SEP2019,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,90,37.5,72.3,16.6,01Jan2023-31Dec2023,As Expected,1,37,100.8,246.2,46.7,01Jan2023-31Dec2023,As Expected,1,13,44,89.5,13.4,01Jan2023-31Dec2023,Not Available,199,10,,,,01Jan2020-31Dec2022,Not Available,199,15,,,,As Expected,1,46,21.9,49.5,7.4,01Jan2023-31Dec2023,As Expected,1,12,0.85,3.29,0.23,01Jan2022-31Dec2023,As Expected,1,13,1.17,3.62,0.12,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,Not Available,256,0,,,,01APR2024-30JUN2024,199,,256,0,,,1,50,394,98,259,0,,,259,0,,,,199,,199,4,1,50,394,1,1,53,431,9,24,23,25,19,256,0,,,259,0,,,existing,"3337 Highway 72-221 E, Greenwood, SC 29649",34.257671,-82.091352,45047970201
422680,6,Fresenius Kidney Care The Lakes Dialysis,01Jan2020-31Dec2023,3,1,214 DAWSON RD,,Columbia,SC,29223,Richland,(803) 462-7027,Profit,Yes,Fresenius Medical Care,No,21,Yes,No,No,01FEB2020,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,93,25.7,47.3,12.3,01Jan2023-31Dec2023,As Expected,1,39,106.4,200.2,62.7,01Jan2023-31Dec2023,Better than Expected,1,28,3.6,18.6,0.1,01Jan2023-31Dec2023,Not Available,199,13,,,,01Jan2020-31Dec2022,As Expected,1,14,0,1.69,0,As Expected,1,43,15.6,46.8,3.7,01Jan2023-31Dec2023,As Expected,1,18,1.16,2.4,0.58,01Jan2022-31Dec2023,As Expected,1,24,0.87,2.31,0.19,01Jan2020-31Dec2022,As Expected,1,30,0.38,2.15,0.01,01Jan2023-31Dec2023,Better than Expected,1,0,0.9,,As Expected,1,56,52.5,81.2,21.7,01APR2024-30JUN2024,1,0,1,52,423,94,257,0,,,259,0,,,259,0,,,,199,,199,6,1,53,429,3,1,54,428,6,27,27,26,13,1,56,449,14,259,0,,,new,"214 DAWSON RD, Columbia, SC 29223",34.073987,-80.940346,45079011303
422681,6,Fresenius Kidney Care Carnes Crossroads,01Jan2020-31Dec2023,4,1,300 BAXTER BROWN WAY,,SUMMERVILLE,SC,29486,Dorchester,(843) 879-5959,Profit,Yes,Fresenius Medical Care,No,11,Yes,No,No,08APR2020,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,84,24,47.7,10.2,01Jan2023-31Dec2023,As Expected,1,26,154.7,279.1,92.9,01Jan2023-31Dec2023,As Expected,1,29,22.5,38.3,10.3,01Jan2023-31Dec2023,Not Available,199,9,,,,01Jan2020-31Dec2022,Not Available,199,10,,,,As Expected,1,29,29.9,71.5,6.7,01Jan2023-31Dec2023,Worse than Expected,1,12,2.51,5.27,1.23,01Jan2022-31Dec2023,As Expected,1,18,1.21,3.11,0.21,01Jan2020-31Dec2022,As Expected,1,20,1.11,4.01,0.13,01Jan2023-31Dec2023,As Expected,1,0.81,4,0.04,As Expected,1,33,44.2,81.6,4.2,01APR2024-30JUN2024,1,0,1,32,234,98,257,0,,,259,0,,,259,0,,,,199,,199,9,1,32,234,0,1,33,241,10,25,30,22,14,1,33,247,4,259,0,,,new,"300 BAXTER BROWN WAY, SUMMERVILLE, SC 29486",33.050731,-80.083982,45015020718
